runId,experimentType,experimentNote,taskCount,completedTaskCount,completionRate,totalAssignmentCount,failedAgentCount,disconnectedEventCount,totalCompletionTime,fairnessIndex,totalConsensusSuccess,totalConsensusFail,totalReauctionCount,taskAnnouncementCount,bidMessageCount,evaluationCount,confirmMessageCount,reassignMessageCount,totalMessageCount,tasksNeedingReassignment,successfulReassignments,failedReassignments,reassignmentSuccessRate,avgTaskLifecycleTime,avgAuctionToConfirmDelay,avgConfirmToExecutionDelay,avgExecutionDuration,agent0Type,agent0Completed,agent1Type,agent1Completed,agent2Type,agent2Completed
1,BASELINE,,5,5,1.0000,5,0,0,4.3268,0.9000,5,0,0,5,10,8,15,0,38,0,0,0,0.0000,3.1160,0.0782,0.0090,2.0095,Worker,2,Drone,2,Car,1
